SubjectID,AssignmentID,ProblemID,ProblemKey,EventID,CodeStateID,attempt_number_student,attempt_number_problem,Score,is_correct_attempt,prompt_name,valid_json,raw_output,code_completeness,code_readability,control_flow_quality,decomposition_quality,variable_naming_quality,algorithmic_efficiency,error_proneness,overall_code_quality,llm_confidence,strategy_type
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,118,502_118,99993,0a72c8d1dc7cab24e3660dfd131dc6af4717e92d3d97344b3bd82ea42d8c74c7,248,2,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",4.0,3.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,direct_conditionals
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,118,502_118,99993,0a72c8d1dc7cab24e3660dfd131dc6af4717e92d3d97344b3bd82ea42d8c74c7,248,2,1.0,1,prompt_1_structured,True,"{""code_completeness"": 3, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",3.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,direct_conditionals
00358c94503a8d9e6869efc6e5cdb0e1c8e9eb39b1fd4670206aa82503a575dc,502,118,502_118,99993,0a72c8d1dc7cab24e3660dfd131dc6af4717e92d3d97344b3bd82ea42d8c74c7,248,2,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 2, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,1,439_1,179362,79c9e2da9bc703116d8768297056db22866c43d583e529d73bf25235f1ca6b16,1,1,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,2.0,5.0,5.0,1.0,4.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,1,439_1,179362,79c9e2da9bc703116d8768297056db22866c43d583e529d73bf25235f1ca6b16,1,1,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 5, ""control_flow_quality"": 5, ""decomposition_quality"": 3, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 5, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,439,1,439_1,179362,79c9e2da9bc703116d8768297056db22866c43d583e529d73bf25235f1ca6b16,1,1,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 5, ""control_flow_quality"": 5, ""decomposition_quality"": 5, ""variable_naming_quality"": 5, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 5, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,102,487_102,233674,99d4bbf1c4ed009521df4507b6191efa11674bffd486233fa8f06ba98278aa59,71,5,0.8461540000000001,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,102,487_102,233674,99d4bbf1c4ed009521df4507b6191efa11674bffd486233fa8f06ba98278aa59,71,5,0.8461540000000001,0,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 5, ""decomposition_quality"": 3, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,487,102,487_102,233674,99d4bbf1c4ed009521df4507b6191efa11674bffd486233fa8f06ba98278aa59,71,5,0.8461540000000001,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 3, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,38,492_38,317913,7049cb50f3934eed2421aaaa324b3b3fd55d6c42ec37505db2af715b08bef0cb,141,5,0.8,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 3, ""decomposition_quality"": 1, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 3, ""overall_code_quality"": 2, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,38,492_38,317913,7049cb50f3934eed2421aaaa324b3b3fd55d6c42ec37505db2af715b08bef0cb,141,5,0.8,0,prompt_1_structured,True,"{""code_completeness"": 3, ""code_readability"": 4, ""control_flow_quality"": 3, ""decomposition_quality"": 1, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 4, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",3.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,492,38,492_38,317913,7049cb50f3934eed2421aaaa324b3b3fd55d6c42ec37505db2af715b08bef0cb,141,5,0.8,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 1, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 4, ""error_proneness"": 4, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,5.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,107,494_107,358701,1e6b99c05296556232f41b1448aa78e915cda946fb91d2f405905389959b5307,211,12,0.636364,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""loops_or_iteration""}",5.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,loops_or_iteration
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,107,494_107,358701,1e6b99c05296556232f41b1448aa78e915cda946fb91d2f405905389959b5307,211,12,0.636364,0,prompt_1_structured,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""loops_or_iteration""}",4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,loops_or_iteration
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,494,107,494_107,358701,1e6b99c05296556232f41b1448aa78e915cda946fb91d2f405905389959b5307,211,12,0.636364,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 4, ""overall_code_quality"": 2, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,3.0,2.0,1.0,2.0,3.0,4.0,2.0,5.0,loops_or_iteration
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,118,502_118,458489,f9014fa0902891a671d661c389ccda29cc198a5934b9ee39b87d00d8061d0925,281,3,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,direct_conditionals
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,118,502_118,458489,f9014fa0902891a671d661c389ccda29cc198a5934b9ee39b87d00d8061d0925,281,3,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 5, ""decomposition_quality"": 3, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,4.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,loops_or_iteration
014604ba54339d4b1266cf78e125053a5ac11dd861ef3cc0b4ed777ed0e2af0a,502,118,502_118,458489,f9014fa0902891a671d661c389ccda29cc198a5934b9ee39b87d00d8061d0925,281,3,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 5, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,4.0,4.0,5.0,3.0,4.0,2.0,4.0,5.0,loops_or_iteration
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,1,439_1,10992,f0e82004a47ecfe42eee5197644ef293ee048b17e6793fcf78a6bad897ccc051,1,1,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,1.0,3.0,5.0,1.0,4.0,5.0,direct_conditionals
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,1,439_1,10992,f0e82004a47ecfe42eee5197644ef293ee048b17e6793fcf78a6bad897ccc051,1,1,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 5, ""control_flow_quality"": 5, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,5.0,5.0,1.0,3.0,5.0,1.0,4.0,5.0,direct_conditionals
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,439,1,439_1,10992,f0e82004a47ecfe42eee5197644ef293ee048b17e6793fcf78a6bad897ccc051,1,1,1.0,1,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 5, ""control_flow_quality"": 5, ""decomposition_quality"": 5, ""variable_naming_quality"": 4, ""algorithmic_efficiency"": 5, ""error_proneness"": 1, ""overall_code_quality"": 5, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,direct_conditionals
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,24,487_24,40908,0c7a2a792d95ac415b7db3b1ca6ab2a77a0cc6882571e4ffe77dac6dbfbc281a,42,3,0.909091,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,1.0,3.0,5.0,2.0,3.0,4.0,direct_conditionals
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,24,487_24,40908,0c7a2a792d95ac415b7db3b1ca6ab2a77a0cc6882571e4ffe77dac6dbfbc281a,42,3,0.909091,0,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 3, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,direct_conditionals
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,487,24,487_24,40908,0c7a2a792d95ac415b7db3b1ca6ab2a77a0cc6882571e4ffe77dac6dbfbc281a,42,3,0.909091,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 3, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,direct_conditionals
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,43,494_43,70612,abf4fd1a70a000d5868f47d927ea3d544e77c9d2470fc0f1f3928e6ece8dc176,83,5,0.0,0,prompt_0_minimal,True,"{""code_completeness"": 2, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 5, ""overall_code_quality"": 1, ""llm_confidence"": 4, ""strategy_type"": ""incomplete_or_empty""}",2.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,4.0,incomplete_or_empty
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,43,494_43,70612,abf4fd1a70a000d5868f47d927ea3d544e77c9d2470fc0f1f3928e6ece8dc176,83,5,0.0,0,prompt_1_structured,True,"{""code_completeness"": 2, ""code_readability"": 2, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 3, ""error_proneness"": 5, ""overall_code_quality"": 1, ""llm_confidence"": 5, ""strategy_type"": ""incomplete_or_empty""}",2.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,5.0,incomplete_or_empty
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,43,494_43,70612,abf4fd1a70a000d5868f47d927ea3d544e77c9d2470fc0f1f3928e6ece8dc176,83,5,0.0,0,prompt_2_rubric,True,"{""code_completeness"": 2, ""code_readability"": 3, ""control_flow_quality"": 2, ""decomposition_quality"": 1, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 2, ""error_proneness"": 5, ""overall_code_quality"": 2, ""llm_confidence"": 5, ""strategy_type"": ""incomplete_or_empty""}",2.0,3.0,2.0,1.0,3.0,2.0,5.0,2.0,5.0,incomplete_or_empty
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,67,494_67,70714,7310b11292db70d9eab98561548f087b62f6c0533f06bb8bb439f5421ccedd57,125,19,0.8,0,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""loops_or_iteration""}",5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,loops_or_iteration
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,67,494_67,70714,7310b11292db70d9eab98561548f087b62f6c0533f06bb8bb439f5421ccedd57,125,19,0.8,0,prompt_1_structured,True,"{""code_completeness"": 4, ""code_readability"": 3, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""loops_or_iteration""}",4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,loops_or_iteration
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,494,67,494_67,70714,7310b11292db70d9eab98561548f087b62f6c0533f06bb8bb439f5421ccedd57,125,19,0.8,0,prompt_2_rubric,True,"{""code_completeness"": 5, ""code_readability"": 3, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 3, ""error_proneness"": 3, ""overall_code_quality"": 3, ""llm_confidence"": 5, ""strategy_type"": ""loops_or_iteration""}",5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,loops_or_iteration
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,502,45,502_45,99158,debffb79c0565e422a2dccfb0325a323c0aa4cbcb87ef9d4ef02d3272a6e1942,166,3,1.0,1,prompt_0_minimal,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 3, ""decomposition_quality"": 2, ""variable_naming_quality"": 2, ""algorithmic_efficiency"": 4, ""error_proneness"": 2, ""overall_code_quality"": 3, ""llm_confidence"": 4, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,direct_conditionals
01e96e066eff2e82627dac0493737be2de9bd2f50d6d498bb6420906c7164c05,502,45,502_45,99158,debffb79c0565e422a2dccfb0325a323c0aa4cbcb87ef9d4ef02d3272a6e1942,166,3,1.0,1,prompt_1_structured,True,"{""code_completeness"": 5, ""code_readability"": 4, ""control_flow_quality"": 4, ""decomposition_quality"": 2, ""variable_naming_quality"": 3, ""algorithmic_efficiency"": 5, ""error_proneness"": 2, ""overall_code_quality"": 4, ""llm_confidence"": 5, ""strategy_type"": ""direct_conditionals""}",5.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,5.0,direct_conditionals
